CustomerID|CustomerName|Address1|Address2|City|State|PostalCode
"Carolina Age Management Institute|John Coyle|Carolina Age Management Institute|8712 Lindholm Drive, Suite 302"|Carolina Age Management Institute|8712 Lindholm Drive, Suite 302|||NC|28078
"Carolinas Dermatology Group - Columbia|Lisa Witt|Carolinas Dermatology Group - Florence|1929 Mountain Laurel Ct"|Carolinas Dermatology Group - Florence|1929 Mountain Laurel Ct|||SC|29505
"Carthage Area Hospital|Tony DelVecchio|Meadowbrook Terrace|21957 Cole Rd"|Meadowbrook Terrace|21957 Cole Rd|||NY|13619
"Carthage Area Hospital|Tony DelVecchio|Carthage Area Hospital|1001 West St"|Carthage Area Hospital|1001 West St|||NY|13619
"Cascade Foot Clinic LLC - NE Division Street|Lisa Witt|Cascade Foot Clinic LLC - NE Division Street|2408 NE Division St"|Cascade Foot Clinic LLC - NE Division Street|2408 NE Division St|||OR|97703
"Catholic Family Center|Ted Ruff|Catholic Family Center-Liberty Manor|997 St Paul St"|Catholic Family Center-Liberty Manor|997 St Paul St|||NY|14605
"Catholic Family Center|Ted Ruff|Healthy Sisters' Soup & Bean Works|500 Lee Rd, Ste 200"|Healthy Sisters' Soup & Bean Works|500 Lee Rd, Ste 200|||NY|14606
"Catholic Family Center|Ted Ruff|Catholic Family Center|87 Clinton Ave N"|Catholic Family Center|87 Clinton Ave N|||NY|14604
"Catholic Family Center|Ted Ruff|Catholic Family Center - Barrington House|380 Barrington St"|Catholic Family Center - Barrington House|380 Barrington St|||NY|14607
"Catholic Family Center|Ted Ruff|Catholic Family Center - Jones House|24 Jones Ave"|Catholic Family Center - Jones House|24 Jones Ave|||NY|14608
"Catholic Family Center|Ted Ruff|Catholic Family Center -Hannick Hall-Treatment|407 E Union St"|Catholic Family Center -Hannick Hall-Treatment|407 E Union St|||NY|14513
"Catholic Family Center|Ted Ruff|Catholic Family Center - Freedom House Residence|81 Barberry Terrace"|Catholic Family Center - Freedom House Residence|81 Barberry Terrace|||NY|14621
"Catholic Family Center|Ted Ruff|Catholic Family Center - Francis Center|547 Joseph Ave"|Catholic Family Center - Francis Center|547 Joseph Ave|||NY|14605
"Catholic Family Center|Ted Ruff|Catholic Family Center - Women's Place|146 Hobart St"|Catholic Family Center - Women's Place|146 Hobart St|||NY|14611
"Catholic Family Center|Ted Ruff|Catholic Family Center -Sanctuary House|709-715 Dewey Ave"|Catholic Family Center -Sanctuary House|709-715 Dewey Ave|||NY|14613
"Catholic Family Center|Ted Ruff|Catholic Family Center- Community Resource Center|30 Hart St"|Catholic Family Center- Community Resource Center|30 Hart St|||NY|14605
"Catholic Family Center|Ted Ruff|Catholic Family Center - Hannick Hall Residence|110 S Clinton St"|Catholic Family Center - Hannick Hall Residence|110 S Clinton St|||NY|14513
"Catholic Family Center|Ted Ruff|Catholic Family Center - Freedom House Treatment|1645 St Paul St"|Catholic Family Center - Freedom House Treatment|1645 St Paul St|||NY|14621
"Catholic Family Center|Ted Ruff|Catholic Family Center - Community Resource Center|539 Joseph Avenue"|Catholic Family Center - Community Resource Center|539 Joseph Avenue|||NY|14605
"Catholic Family Center|Ted Ruff|Catholic Family Center- Restart Outpatient|79 North Clinton Avenue"|Catholic Family Center- Restart Outpatient|79 North Clinton Avenue|||NY|14604
"Catholic Family Center - Restart Outpatient|Ted Ruff|Catholic Family Center - Restart Outpatient|55 Troup St"|Catholic Family Center - Restart Outpatient|55 Troup St|||NY|14608
"Catholic Health Group|John Coyle|Catholic Health Group|701 Lansdale Ave"|Catholic Health Group|701 Lansdale Ave|||PA|19446
"Catholic Health System|Tony DelVecchio|Catholic Health System|2121 Main St - Ste 300"|Catholic Health System|2121 Main St - Ste 300|||NY|14214
"Catholic Health System|Tony DelVecchio|Father Baker Manor Health & Rehab|6400 Powers Rd"|Father Baker Manor Health & Rehab|6400 Powers Rd|||NY|14127
"Catholic Health System|Tony DelVecchio|Kenmore Mercy Hospital|2950 Elmwood Ave"|Kenmore Mercy Hospital|2950 Elmwood Ave|||NY|14217
"Catholic Health System|Tony DelVecchio|McAuley Residence - Mercy SNF at OLV|1503 Military Rd"|McAuley Residence - Mercy SNF at OLV|1503 Military Rd|||NY|14217
"Catholic Health System|Tony DelVecchio|Mercy Residential|565 Abbott Rd"|Mercy Residential|565 Abbott Rd|||NY|14220
"Catholic Health System|Tony DelVecchio|Nazareth Continuing Care Corp offices - Catholic Health|291 W North St"|Nazareth Continuing Care Corp offices - Catholic Health|291 W North St|||NY|14201
"Catholic Health System|Tony DelVecchio|Mercy Nursing Home at OLV|55 Melroy Ave"|Mercy Nursing Home at OLV|55 Melroy Ave|||NY|14218
"Catholic Health System|Tony DelVecchio|Sisters of Charity Hospital|2157 Main St"|Sisters of Charity Hospital|2157 Main St|||NY|14214
"Catholic Health System|Tony DelVecchio|Sisters of Charity - St Joseph Campus|2605 Harlem Rd"|Sisters of Charity - St Joseph Campus|2605 Harlem Rd|||NY|14225
"Catholic Senior Housing and Health Care|John Coyle|Catholic Senior Housing and Health Care|1200 Spring Street"|Catholic Senior Housing and Health Care|1200 Spring Street|||PA|18018
"Catholic Senior Housing and Health Care|John Coyle|Holy Family Manor Nursing and Rehabilitation|1200 Spring Street"|Holy Family Manor Nursing and Rehabilitation|1200 Spring Street|||PA|18018
"Catholic Senior Housing and Health Care|John Coyle|Trexler Pavilion|1220 Prospect Avenue"|Trexler Pavilion|1220 Prospect Avenue|||PA|18018
"Catholic Senior Housing and Health Care|John Coyle|Grace Mansion|1200 Spring Street"|Grace Mansion|1200 Spring Street|||PA|18018
"Cattaraugus County Dept of Aging - MOW|Ted Ruff|Cattaraugus County Dept of Aging - MOW|1 Leo Moss Dr - Ste 7610"|Cattaraugus County Dept of Aging - MOW|1 Leo Moss Dr - Ste 7610|||NY|14760
"Cattaraugus County Dept of Aging - MOW|Ted Ruff|Pines Healthcare & Rehab Center - The|2245 W State St"|Pines Healthcare & Rehab Center - The|2245 W State St|||NY|14760
"Cattaraugus County Dept of Aging - MOW|Ted Ruff|Pines Healthcare & Rehab Machias - The|9822 Rte 16"|Pines Healthcare & Rehab Machias - The|9822 Rte 16|||NY|14101
"Cayuga Medical Center|Tony DelVecchio|Cayuga Medical Center|101 Dates Dr"|Cayuga Medical Center|101 Dates Dr|||NY|14850
"Cayuga Ridge|Lisa Witt|Cayuga Ridge|1229 Trumansburg Rd"|Cayuga Ridge|1229 Trumansburg Rd|||NY|14850
"CCWNY - Jamestown|Ted Ruff|CCWNY - Jamestown|117 Foote Ave Ste 100"|CCWNY - Jamestown|117 Foote Ave Ste 100|||NY|14701
"CDS Life Transitions|Lisa Witt|Legacy Healthcare - Ridgeview Manor Zacher Health|199 Union Rd"|Legacy Healthcare - Ridgeview Manor Zacher Health|199 Union Rd|||NY|14221
"CDS Life Transitions|Lisa Witt|CDS Life Transitions|860 Hard Rd"|CDS Life Transitions|860 Hard Rd|||NY|14580
"CDS Life Transitions|Lisa Witt|CDS Monarch-Blossom|650 Blossom Rd"|CDS Monarch-Blossom|650 Blossom Rd|||NY|14610
"CDS Life Transitions|Lisa Witt|CDS Monarch - Fairport|955 Macedon Center Rd"|CDS Monarch - Fairport|955 Macedon Center Rd|||NY|14450
"CDS Life Transitions|Lisa Witt|Williamsville View - Legacy Healthcare|165 S Union Rd"|Williamsville View - Legacy Healthcare|165 S Union Rd|||NY|14221
"Center for Hospice & Palliative Care - The|Ted Ruff|St John Baptist Hospice Buffalo House|111 Maple St"|St John Baptist Hospice Buffalo House|111 Maple St|||NY|14204
"Center for Hospice & Palliative Care - The|Ted Ruff|Center for Hospice & Palliative Care - The|225 Como Park Blvd"|Center for Hospice & Palliative Care - The|225 Como Park Blvd|||NY|14227
"Center for Hospice & Palliative Care - The|Ted Ruff|Hospice Buffalo|892 Main St"|Hospice Buffalo|892 Main St|||NY|14204
"Center for Hospice & Palliative Care - The|Ted Ruff|Hospice Buffalo - Orchard Park|6455 Lake Ave - #C"|Hospice Buffalo - Orchard Park|6455 Lake Ave - #C|||NY|14127
"Center Management Group|John Coyle|Center Management Group|1 Bayview Avenue"|Center Management Group|1 Bayview Avenue|||NY|11096
"Central Care Solutions LLC|John Coyle|Big Spring Care Center|202 E Mill St"|Big Spring Care Center|202 E Mill St|||MO|65674-8507
"Central Care Solutions LLC|John Coyle|Cassville Health Center for Rehab and Healthcare|1300 County Farm Road"|Cassville Health Center for Rehab and Healthcare|1300 County Farm Road|||MO|65625
"Central Care Solutions LLC|John Coyle|Country Aire Retirement|18540 Missouri 16"|Country Aire Retirement|18540 Missouri 16|||MO|63452
"Central Care Solutions LLC|John Coyle|Golden Years|2001 S Jefferson Pkwy"|Golden Years|2001 S Jefferson Pkwy|||MO|64701-3714
"Central Care Solutions LLC|John Coyle|Marshfield Care Center|800 South White Oak Road"|Marshfield Care Center|800 South White Oak Road|||MO|65706
"Central Care Solutions LLC|John Coyle|Princeton Care Center|728 Bunn Dr"|Princeton Care Center|728 Bunn Dr|||NJ|08540
"Central Care Solutions LLC|John Coyle|Parkview Care & Rehab Center|5353 Merrick Rd"|Parkview Care & Rehab Center|5353 Merrick Rd|||NY|11758
"Central Care Solutions LLC|John Coyle|Grace Plaza Nursing Home|15 St Pauls Pl"|Grace Plaza Nursing Home|15 St Pauls Pl|||NY|11021
"Central Care Solutions LLC|John Coyle|Little Neck Nursing Home|26019 Nassau Blvd"|Little Neck Nursing Home|26019 Nassau Blvd|||NY|11362
"Central Care Solutions LLC|John Coyle|Bridgewater Center for Rehab & Nursing|159-163 Front St"|Bridgewater Center for Rehab & Nursing|159-163 Front St|||NY|13905
"Central Care Solutions LLC|John Coyle|Edgewood Manor Nursing Home|11900 Jessica Lane"|Edgewood Manor Nursing Home|11900 Jessica Lane|||MO|64138
"Central Care Solutions LLC|John Coyle|Fountain View Care Center|527 River Ave"|Fountain View Care Center|527 River Ave|||NJ|08701
"Central Care Solutions LLC|John Coyle|Ross Nursing Home|839 Suffolk Ave"|Ross Nursing Home|839 Suffolk Ave|||NY|11717-4403
"Central Care Solutions LLC|John Coyle|Pine Knoll Nursing and Rehabilitation Center|156 Pine Knoll Drive"|Pine Knoll Nursing and Rehabilitation Center|156 Pine Knoll Drive|||GA|30117
"Central Care Solutions LLC|John Coyle|Robertson County Health Care|1030 Kentontown Road"|Robertson County Health Care|1030 Kentontown Road|||NY|41064
"Central Care Solutions LLC|John Coyle|Homestead|129 Morris Turnpike"|Homestead|129 Morris Turnpike|||NJ|07860
"Central Care Solutions LLC|John Coyle|Tall Woods Care Center|18 Butler Boulevard"|Tall Woods Care Center|18 Butler Boulevard|||NJ|08721
"Central Care Solutions LLC|John Coyle|Chestnut Park|330 Chestnut Street"|Chestnut Park|330 Chestnut Street|||NY|13820
"Central Care Solutions LLC|John Coyle|Northeast Center|300 Grant Avenue"|Northeast Center|300 Grant Avenue|||NY|12449
"Central Care Solutions LLC|John Coyle|Medway Country Manor|115 Holliston Street"|Medway Country Manor|115 Holliston Street|||MA|2053
"Central Care Solutions LLC|John Coyle|Park Gardens|6585 Broadway"|Park Gardens|6585 Broadway|||NY|10471
"Central Care Solutions LLC|John Coyle|Vestal Park|105 West Sheedy Road"|Vestal Park|105 West Sheedy Road|||NY|13850
"Central Care Solutions LLC|John Coyle|St Francis Country House|1412 Lansdowne Ave"|St Francis Country House|1412 Lansdowne Ave|||PA|19023
"Central Care Solutions LLC|John Coyle|Cypress Gardens Center|13966 35th Ave"|Cypress Gardens Center|13966 35th Ave|||NY|11354
"Central Care Solutions LLC|John Coyle|Garden Care Center|135 Franklin Ave"|Garden Care Center|135 Franklin Ave|||NY|11010
"Central Care Solutions LLC|John Coyle|River Manor Care Center|611 E 103rd St"|River Manor Care Center|611 E 103rd St|||NY|11236
"Central Care Solutions LLC|John Coyle|Staten Island Care Center|200 Lafayete Avenue"|Staten Island Care Center|200 Lafayete Avenue|||NY|10301
"Central Care Solutions LLC|John Coyle|Hampton's Center for Rehab And Nursing, The|64 County Rd 39"|Hampton's Center for Rehab And Nursing, The|64 County Rd 39|||NY|11968
"Central Care Solutions LLC|John Coyle|West Lawrence Health Care Center|1410 Seagirt Blvd"|West Lawrence Health Care Center|1410 Seagirt Blvd|||NY|11691
"Central Care Solutions LLC|John Coyle|Seagate Rehab And Nursing Center|3015 W 29th St"|Seagate Rehab And Nursing Center|3015 W 29th St|||NY|11224
"Central Care Solutions LLC|John Coyle|Immaculate Mary Home|2990 Holme Ave"|Immaculate Mary Home|2990 Holme Ave|||PA|19136
"Central Care Solutions LLC|John Coyle|St John Neumann Nursing Home|10400 Roosevelt Blvd"|St John Neumann Nursing Home|10400 Roosevelt Blvd|||PA|19116
"Central Care Solutions LLC|John Coyle|St Monica Manor|2509 South 4th St"|St Monica Manor|2509 South 4th St|||PA|19148
"Central Care Solutions LLC|John Coyle|Diamond Hill Nursing & Rehab Center - Pathways Nursing & Rehab Center|100 New Turnpike Rd"|Diamond Hill Nursing & Rehab Center - Pathways Nursing & Rehab Center|100 New Turnpike Rd|||NY|12182
"Central Care Solutions LLC|John Coyle|Park Terrace Care Center|5920 Van Doren St"|Park Terrace Care Center|5920 Van Doren St|||NY|11368
"Central Care Solutions LLC|John Coyle|Elmhurst Care Center|10017 23rd Ave"|Elmhurst Care Center|10017 23rd Ave|||NY|11369
"Central Care Solutions LLC|John Coyle|New Vanderbilt Rehab & Care Center|135 Vanderbilt Ave"|New Vanderbilt Rehab & Care Center|135 Vanderbilt Ave|||NY|10304
"Central Care Solutions LLC|John Coyle|Central Park Rehab & Nursing|116 E Castle St"|Central Park Rehab & Nursing|116 E Castle St|||NY|13205
"Central Care Solutions LLC|John Coyle|Pathways Nursing & Rehab Ctr|1805 Providence Ave"|Pathways Nursing & Rehab Ctr|1805 Providence Ave|||NY|12309
"Central Care Solutions LLC|John Coyle|Cranford Health & Extended Care E. Elmhurst|10017 23rd Ave"|Cranford Health & Extended Care E. Elmhurst|10017 23rd Ave|||NY|11369
"Central Care Solutions LLC|John Coyle|Beechtree Center for Rehab and Nursing|318 S Albany St"|Beechtree Center for Rehab and Nursing|318 S Albany St|||NY|14850
"Central Care Solutions LLC|John Coyle|Cranford Health & Extended Care Center|205 Birchwood Ave"|Cranford Health & Extended Care Center|205 Birchwood Ave|||NJ|07016
"Central Care Solutions LLC|John Coyle|New Vista Nursing and Rehabilitation Center|300 Broadway"|New Vista Nursing and Rehabilitation Center|300 Broadway|||NJ|07104
"Central Care Solutions LLC|John Coyle|Van Duyn Center for Rehabilitation & Nursing|5075 W Seneca Turnpike"|Van Duyn Center for Rehabilitation & Nursing|5075 W Seneca Turnpike|||NY|13215
"Central Care Solutions LLC|John Coyle|Northpoint Medical & Rehab|1850 Bowen Street"|Northpoint Medical & Rehab|1850 Bowen Street|||WI|636890
"Central Care Solutions LLC|John Coyle|Friendly Village Nursing and Rehab|900 Boyce Drive"|Friendly Village Nursing and Rehab|900 Boyce Drive|||WI|54501-3835
"Central Care Solutions LLC|John Coyle|Parkside at Hutchenson|110 Park City Rd"|Parkside at Hutchenson|110 Park City Rd|||GA|30741-3980
"Central Care Solutions LLC|John Coyle|Birchwood Health and Rehab|9632 W Appleton Ave"|Birchwood Health and Rehab|9632 W Appleton Ave|||WI|53225-3305
"Central Care Solutions LLC|John Coyle|Strawberry Lane Medical and Rehab|130 Strawberry Lane"|Strawberry Lane Medical and Rehab|130 Strawberry Lane|||WI|5449-2156
"Central Care Solutions LLC|John Coyle|Cold Spring Hill Center|378  Syosset Woodbury Road"|Cold Spring Hill Center|378  Syosset Woodbury Road|||NY|11797-1200
"Central Care Solutions LLC|John Coyle|Cedar Valley Nursing and Rehabilitation Center|225 South Philpot Street"|Cedar Valley Nursing and Rehabilitation Center|225 South Philpot Street|||GA|30125
"Central Care Solutions LLC|John Coyle|Chestnut Ridge Nursing and Rehabilitation Center|125 Samaritan Drive"|Chestnut Ridge Nursing and Rehabilitation Center|125 Samaritan Drive|||GA|30040-2354
"Central Care Solutions LLC|John Coyle|Haralson Nursing and Rehabilitation Center|315 Field Street"|Haralson Nursing and Rehabilitation Center|315 Field Street|||GA|30110
"Central Care Solutions LLC|John Coyle|Woodstock Nursing and Rehabilitation Center|105 Arnold Mill Road"|Woodstock Nursing and Rehabilitation Center|105 Arnold Mill Road|||NY|30188-5027
"Central Care Solutions LLC|John Coyle|University Nursing and Rehabilitation|180 Epps Bridge Road"|University Nursing and Rehabilitation|180 Epps Bridge Road|||GA|30606-3312
"Central Care Solutions LLC|John Coyle|Medella Healthcare Group LLC|527 River Ave
Ste 200"|Medella Healthcare Group LLC|"527 River Ave
Ste 200"|||NJ|08701
"Central Care Solutions LLC|John Coyle|Social Circle Nursing and Rehabilitation|671 North Cherokee Road"|Social Circle Nursing and Rehabilitation|671 North Cherokee Road|||GA|30025-2886
"Central Care Solutions LLC|John Coyle|Roswell Nursing and Rehabilitation Center|1109 Green Street Address"|Roswell Nursing and Rehabilitation Center|1109 Green Street Address|||GA|30075-3609
"Central Care Solutions LLC|John Coyle|Carrollton Nursing and Rehabilitation Center|2327 North Highway 27"|Carrollton Nursing and Rehabilitation Center|2327 North Highway 27|||GA|30117-6701
"Central Care Solutions LLC|John Coyle|Sunharbor Manor|255 Wagner Avenue"|Sunharbor Manor|255 Wagner Avenue|||NY|11577
"Central Care Solutions LLC|John Coyle|Lakeview Rehab and Care Center|130 Terhune Drive"|Lakeview Rehab and Care Center|130 Terhune Drive|||NJ|07470
"Central Care Solutions LLC|John Coyle|Briarcliff Manor and Rehab|620 Sleepy Hollow Rd"|Briarcliff Manor and Rehab|620 Sleepy Hollow Rd|||NY|10510
"Central Care Solutions LLC|John Coyle|Preferred Care at Mercer, LLC|1201 Parkway Avenue"|Preferred Care at Mercer, LLC|1201 Parkway Avenue|||NJ|08628-3008
"Central Care Solutions LLC|John Coyle|Lucent Group|1420 East Linden Avenue"|Lucent Group|1420 East Linden Avenue|||NJ|07036-1506
"Central Care Solutions LLC|John Coyle|Parkside Nursing Home|110 Park City Road"|Parkside Nursing Home|110 Park City Road|||GA|30741
"Central Care Solutions LLC|John Coyle|Windber Woods Senior Living and Rehab Center|277 Hoffman Ave"|Windber Woods Senior Living and Rehab Center|277 Hoffman Ave|||PA|15963
"Central Care Solutions LLC|John Coyle|Putnam Nursing And Rehabilitation|404 Ludintonville Rd"|Putnam Nursing And Rehabilitation|404 Ludintonville Rd|||NY|12531
"Central Care Solutions LLC|John Coyle|Clairborne Hughes Health Center|200 Strahl St"|Clairborne Hughes Health Center|200 Strahl St|||TN|37064
"Central Care Solutions LLC|John Coyle|Lackawanna Health And Rehab Center|108 Terrace Dr"|Lackawanna Health And Rehab Center|108 Terrace Dr|||PA|18447
"Central Care Solutions LLC|John Coyle|Prudent Consulting|660 Louisiana Ave"|Prudent Consulting|660 Louisiana Ave|||NY|11239
"Central Care Solutions LLC|John Coyle|Warren Haven Nursing Home|350 Oxford Rd"|Warren Haven Nursing Home|350 Oxford Rd|||NJ|07863
"Central Care Solutions LLC|John Coyle|Abigail House|1105 Linden St"|Abigail House|1105 Linden St|||NJ|08102
"Central Care Solutions LLC|John Coyle|Hampton Care Center|64 County Rd 39"|Hampton Care Center|64 County Rd 39|||NY|11968
"Central Care Solutions LLC|John Coyle|Clairborne Management LLC|200 Strahl St"|Clairborne Management LLC|200 Strahl St|||TN|37064
"Central Care Solutions LLC|John Coyle|Epic Health Management|1280 Albany Post Rd"|Epic Health Management|1280 Albany Post Rd|||NY|10952
"Central Care Solutions LLC|John Coyle|Middletown Park Rehabilitation & Healthcare-Epic|121 Dunning Rd"|Middletown Park Rehabilitation & Healthcare-Epic|121 Dunning Rd|||NY|10940
"Central Care Solutions LLC|John Coyle|Sky View Rehab And Health Center - Epic|1280 Albany Post Rd"|Sky View Rehab And Health Center - Epic|1280 Albany Post Rd|||NY|10520
"Central Care Solutions LLC|John Coyle|Chester Lee Todd, MD|537 Route 22"|Chester Lee Todd, MD|537 Route 22|||NY|10578
"Central Care Solutions LLC|John Coyle|Salem Hills Rehab And Nursing Center - Epic|539 Route 22"|Salem Hills Rehab And Nursing Center - Epic|539 Route 22|||NY|10578
